Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Silver Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Silver Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Silver Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Silver Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Silver Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Silver Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Silver Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
lightsnlures:redstone_leb, Redstone LEB
lightsnlures:powered_leb, Powered Redstone LEB
lightsnlures:dim_leb, Dim Redstone LEB
lightsnlures:invisible_leb, Invisible Redstone LEB
lightsnlures:sheep_light, Sheep Light
lightsnlures:cow_light, Cow Light
lightsnlures:pig_light, Pig Light
lightsnlures:scare_crow, Scare Crow
modernlamps:outdoor_lamp_01, Ground Light 01
modernlamps:outdoor_lamp_02, Ground Light 02
modernlamps:ceiling_lamp_01, Ceiling Light
modernlamps:vertical_neon_lamp_bottom, Vertical Neon Light Bottom
modernlamps:vertical_neon_lamp_middle, Vertical Neon Light Middle
modernlamps:vertical_neon_lamp_top, Vertical Neon Light Top
modernlamps:vertical_neons_lamp_bottom, Vertical Neons Light Bottom
modernlamps:vertical_neons_lamp_middle, Vertical Neons Light Middle
modernlamps:vertical_neons_lamp_top, Vertical Neons Light Top
modernlamps:wall_neon, Wall Neon Light
modernlamps:ceiling_neon_lamp,  Ceiling Neon Light
modernlamps:suspended_neon, Suspended Neon Light
modernlamps:wall_light_01, Wall Light 01
modernlamps:wall_light_02, Wall Light 02
modernlamps:neon_in_glass, Glass With Neons Light
naturescompass:naturescompass, Nature's Compass
opframe:opframe, Online Picture Frame
platforms:platform:50, PlatFormer
platforms:platform:0, Wooden Platform
platforms:platform:1, Wooden Ramp
platforms:platform:2, Wooden Floor
platforms:platform:3, Wooden Frame
platforms:platform:4, Wooden Rise
platforms:platform:5, Wooden Handrail
platforms:platform:10, Stone Platform
platforms:platform:11, Stone Ramp
platforms:platform:12, Stone Floor
platforms:platform:13, Stone Frame
platforms:platform:14, Stone Rise
platforms:platform:15, Stone Handrail
platforms:platform:20, Metal Platform
platforms:platform:21, Metal Ramp
platforms:platform:22, Metal Floor
platforms:platform:23, Metal Frame
platforms:platform:24, Metal Rise
platforms:platform:25, Metal Handrail
platforms:wrench, Monkey Wrench
polearms:pole, Pole
polearms:diamond_spear, Diamond Spear
polearms:golden_spear, Golden Spear
polearms:iron_spear, Iron Spear
polearms:stone_spear, Stone Spear
polearms:wooden_spear, Wooden Spear
scannable:scanner, Scanner
scannable:module_blank, Blank Scanner Module
scannable:module_range, Scanner Module: Range
scannable:module_animal, Scanner Module: Animals
scannable:module_monster, Scanner Module: Monsters
scannable:module_ore_common, Scanner Module: Common Ores
scannable:module_ore_rare, Scanner Module: Rare Ores
scannable:module_block, Scanner Module: Block
scannable:module_structure, Scanner Module: Structures
scannable:module_fluid, Scanner Module: Fluids
scannable:module_entity, Scanner Module: Entity
servertickmonitor:monitor, Monitor
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:soul_shard:0, Unbound Soul Shard
soulshardstow:materials:0, Corrupted Ingot
soulshardstow:materials:1, Corrupted Essence
soulshardstow:materials:2, Vile Dust
soulshardstow:vile_sword, Vile Sword
soulshardstow:cage, Soul Cage
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
tanspit:spit, tile.spit.name
tcomplement:materials:0, Stone Bucket
tcomplement:cast:0, Bucket Cast
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:porcelain_tank:0, Porcelain Tank
tcomplement:porcelain_tank:1, Porcelain Gauge
tcomplement:porcelain_tank:2, Porcelain Window
tcomplement:porcelain_melter:0, Porcelain Melter
tcomplement:porcelain_melter:8, Porcelain Heater
tcomplement:porcelain_casting:0, Porcelain Casting Table
tcomplement:porcelain_casting:1, Porcelain Casting Basin
toolbelt:belt, Tool Belt
toolbelt:pouch, Belt Pouch
totemic:cedar_log, Red Cedar Wood
totemic:stripped_cedar_log, Stripped Red Cedar Wood
totemic:cedar_plank, Red Cedar Plank
totemic:cedar_sapling, Red Cedar Sapling
totemic:cedar_leaves, Red Cedar Leaves
totemic:totem_base:0, Totem Base
totemic:totem_base:1, Totem Base
totemic:totem_base:2, Totem Base
totemic:totem_base:3, Totem Base
totemic:totem_base:4, Totem Base
totemic:totem_base:5, Totem Base
totemic:totem_base:6, Totem Base
totemic:totem_pole:0, Totem Pole
totemic:totem_pole:1, Totem Pole
totemic:totem_pole:2, Totem Pole
totemic:totem_pole:3, Totem Pole
totemic:totem_pole:4, Totem Pole
totemic:totem_pole:5, Totem Pole
totemic:totem_pole:6, Totem Pole
totemic:totem_torch, Totem Torch
totemic:drum, Totemist Drum
totemic:wind_chime, Wind Chime
totemic:tipi, Tipi
totemic:flute, Flute
totemic:rattle, Rattle
totemic:jingle_dress, Jingle Dress
totemic:totem_whittling_knife, Totem Whittling Knife
totemic:bark_stripper, Bark Stripper
totemic:totemic_staff, Totemic Staff
totemic:sub_items:1, Iron Bells
totemic:totempedia, Totempedia
totemic:buffalo_items:0, Buffalo Hide
totemic:buffalo_items:1, Buffalo Tooth
totemic:buffalo_meat, Raw Buffalo Meat
totemic:cooked_buffalo_meat, Cooked Buffalo Meat
totemic:baykok_bow, Baykok's Bow
totemic:medicine_bag, Medicine Bag
totemic:ceremony_cheat, Creative Ceremony Cheat
vc:guidebook_main, The 'Vies' Craft, vol.1
vc:guidebook_control, Taking Control, vol.2
vc:guidebook_paint, Flaming Paint?!, vol.3
vc:guidebook_socket, Modules & You, vol.4
vc:viesoline_pellets, Viesoline Pellets
vc:airship_balloon, Airship Balloon
vc:airship_engine, Airship Engine
vc:airship_ignition, Airship Ignition
vc:item_airship_dismounter, Dismounter
vc:frames/airship_frame:0, Oak Airship Frame
vc:frames/airship_frame:1, Spruce Airship Frame
vc:frames/airship_frame:2, Birch Airship Frame
vc:frames/airship_frame:3, Jungle Airship Frame
vc:frames/airship_frame:4, Acacia Airship Frame
vc:frames/airship_frame:5, Dark Oak Airship Frame
vc:frames/airship_frame:6, Sandstone Airship Frame
vc:frames/airship_frame:7, Brick Airship Frame
vc:frames/airship_frame:8, Bone Airship Frame
vc:frames/airship_frame:9, Iron Airship Frame
vc:frames/airship_frame:10, Redstone Airship Frame
vc:frames/airship_frame:11, Gold Airship Frame
vc:frames/airship_frame:12, Lapis Lazuli Airship Frame
vc:frames/airship_frame:13, Slime Airship Frame
vc:frames/airship_frame:14, Mycelium Airship Frame
vc:frames/airship_frame:15, Nether Brick Airship Frame
vc:frames/airship_frame:16, Soul Sand Airship Frame
vc:frames/airship_frame:17, Quartz Airship Frame
vc:frames/airship_frame:18, Ice Airship Frame
vc:frames/airship_frame:19, Glowstone Airship Frame
vc:frames/airship_frame:20, Obsidian Airship Frame
vc:frames/airship_frame:21, Diamond Airship Frame
vc:frames/airship_frame:22, Emerald Airship Frame
vc:frames/airship_frame:23, Prismarine Airship Frame
vc:frames/airship_frame:24, Purpur Airship Frame
vc:frames/airship_frame:25, Nether Star Airship Frame
vc:frames/airship_frame:26, Mythic Airship Frame
vc:frames/airship_frame:27, Water Airship Frame
vc:frames/airship_frame:28, Lava Airship Frame
vc:frames/airship_frame:29, Ender Airship Frame
vc:patterns/airship_balloon_pattern:0, Plain Balloon Pattern
vc:patterns/airship_balloon_pattern:1, Colorized Plain Balloon Pattern
vc:patterns/airship_balloon_pattern:2, Phantom Plain Balloon Pattern
vc:patterns/airship_balloon_pattern:3, Checker Balloon Pattern
vc:patterns/airship_balloon_pattern:4, Colorized Checker Balloon Pattern
vc:patterns/airship_balloon_pattern:5, Phantom Checker Balloon Pattern
vc:patterns/airship_balloon_pattern:6, Polka Dot Balloon Pattern
vc:patterns/airship_balloon_pattern:7, Colorized Polka Dot Balloon Pattern
vc:patterns/airship_balloon_pattern:8, Phantom Polka Dot Balloon Pattern
vc:patterns/airship_balloon_pattern:9, Zigzag Balloon Pattern
vc:patterns/airship_balloon_pattern:10, Colorized Zigzag Balloon Pattern
vc:patterns/airship_balloon_pattern:11, Phantom Zigzag Balloon Pattern
vc:patterns/airship_balloon_pattern:12, Creeper Balloon Pattern
vc:patterns/airship_balloon_pattern:13, Colorized Creeper Balloon Pattern
vc:patterns/airship_balloon_pattern:14, Phantom Creeper Balloon Pattern
vc:patterns/airship_balloon_pattern:15, Water Balloon Pattern
vc:patterns/airship_balloon_pattern:16, Colorized Water Balloon Pattern
vc:patterns/airship_balloon_pattern:17, Phantom Water Balloon Pattern
vc:patterns/airship_balloon_pattern:18, Lava Balloon Pattern
vc:patterns/airship_balloon_pattern:19, Colorized Lava Balloon Pattern
vc:patterns/airship_balloon_pattern:20, Phantom Lava Balloon Pattern
vc:patterns/airship_balloon_pattern:21, Ender Balloon Pattern
vc:patterns/airship_balloon_pattern:22, Colorized Ender Balloon Pattern
vc:patterns/airship_balloon_pattern:23, Phantom Ender Balloon Pattern
vc:patterns/airship_balloon_pattern:24, Tools Balloon Pattern
vc:patterns/airship_balloon_pattern:25, Colorized Tools Balloon Pattern
vc:patterns/airship_balloon_pattern:26, Phantom Tools Balloon Pattern
vc:modules/airship_module:0, Logic Chip
vc:modules/airship_module:1, Module - Minor Speed
vc:modules/airship_module:2, Module - Major Speed
vc:modules/airship_module:3, Module - Small Inventory
vc:modules/airship_module:4, Module - Large Inventory
vc:modules/airship_module:5, Module - Infinite Fuel
vc:modules/airship_module:6, Module - Water Landing
vc:modules/airship_module:7, Module - Max Altitude
vc:modules/airship_module:8, Module - Minor Efficiency
vc:modules/airship_module:9, Module - Major Efficiency
vc:modules/airship_module:10, Module - Jukebox
vc:modules/airship_module:11, Module - Cruise Control
vc:item_balloon_colorizer, item.vc:item_balloon_colorizer.name
vc:v1/item_airship_v1:0, Oak Viesdenburg
vc:v1/item_airship_v1:1, Spruce Viesdenburg
vc:v1/item_airship_v1:2, Birch Viesdenburg
vc:v1/item_airship_v1:3, Jungle Viesdenburg
vc:v1/item_airship_v1:4, Acacia Viesdenburg
vc:v1/item_airship_v1:5, Dark Oak Viesdenburg
vc:v1/item_airship_v1:6, Sandstone Viesdenburg
vc:v1/item_airship_v1:7, Brick Viesdenburg
vc:v1/item_airship_v1:8, Bone Viesdenburg
vc:v1/item_airship_v1:9, Iron Viesdenburg
vc:v1/item_airship_v1:10, Redstone Viesdenburg
vc:v1/item_airship_v1:11, Gold Viesdenburg
vc:v1/item_airship_v1:12, Lapis Lazuli Viesdenburg
vc:v1/item_airship_v1:13, Slime Viesdenburg
vc:v1/item_airship_v1:14, Mycelium Viesdenburg
vc:v1/item_airship_v1:15, Nether Brick Viesdenburg
vc:v1/item_airship_v1:16, Soul Sand Viesdenburg
vc:v1/item_airship_v1:17, Quartz Viesdenburg
vc:v1/item_airship_v1:18, Ice Viesdenburg
vc:v1/item_airship_v1:19, Glowstone Viesdenburg
vc:v1/item_airship_v1:20, Obsidian Viesdenburg
vc:v1/item_airship_v1:21, Diamond Viesdenburg
vc:v1/item_airship_v1:22, Emerald Viesdenburg
vc:v1/item_airship_v1:23, Prismarine Viesdenburg
vc:v1/item_airship_v1:24, Purpur Viesdenburg
vc:v1/item_airship_v1:25, Nether Star Viesdenburg
vc:v1/item_airship_v1:26, Mythic Viesdenburg
vc:v1/item_airship_v1:27, Water Viesdenburg
vc:v1/item_airship_v1:28, Lava Viesdenburg
vc:v1/item_airship_v1:29, Ender Viesdenburg
vc:v2/item_airship_v2:0, Oak Viesigible
vc:v2/item_airship_v2:1, Spruce Viesigible
vc:v2/item_airship_v2:2, Birch Viesigible
vc:v2/item_airship_v2:3, Jungle Viesigible
vc:v2/item_airship_v2:4, Acacia Viesigible
vc:v2/item_airship_v2:5, Dark Oak Viesigible
vc:v2/item_airship_v2:6, Sandstone Viesigible
vc:v2/item_airship_v2:7, Brick Viesigible
vc:v2/item_airship_v2:8, Bone Viesigible
vc:v2/item_airship_v2:9, Iron Viesigible
vc:v2/item_airship_v2:10, Redstone Viesigible
vc:v2/item_airship_v2:11, Gold Viesigible
vc:v2/item_airship_v2:12, Lapis Lazuli Viesigible
vc:v2/item_airship_v2:13, Slime Viesigible
vc:v2/item_airship_v2:14, Mycelium Viesigible
vc:v2/item_airship_v2:15, Nether Brick Viesigible
vc:v2/item_airship_v2:16, Soul Sand Viesigible
vc:v2/item_airship_v2:17, Quartz Viesigible
vc:v2/item_airship_v2:18, Ice Viesigible
vc:v2/item_airship_v2:19, Glowstone Viesigible
vc:v2/item_airship_v2:20, Obsidian Viesigible
vc:v2/item_airship_v2:21, Diamond Viesigible
vc:v2/item_airship_v2:22, Emerald Viesigible
vc:v2/item_airship_v2:23, Prismarine Viesigible
vc:v2/item_airship_v2:24, Purpur Viesigible
vc:v2/item_airship_v2:25, Nether Star Viesigible
vc:v2/item_airship_v2:26, Mythic Viesigible
vc:v2/item_airship_v2:27, Water Viesigible
vc:v2/item_airship_v2:28, Lava Viesigible
vc:v2/item_airship_v2:29, Ender Viesigible
vc:v3/item_airship_v3:0, Oak Viesepelin
vc:v3/item_airship_v3:1, Spruce Viesepelin
vc:v3/item_airship_v3:2, Birch Viesepelin
vc:v3/item_airship_v3:3, Jungle Viesepelin
vc:v3/item_airship_v3:4, Acacia Viesepelin
vc:v3/item_airship_v3:5, Dark Oak Viesepelin
vc:v3/item_airship_v3:6, Sandstone Viesepelin
vc:v3/item_airship_v3:7, Brick Viesepelin
vc:v3/item_airship_v3:8, Bone Viesepelin
vc:v3/item_airship_v3:9, Iron Viesepelin
vc:v3/item_airship_v3:10, Redstone Viesepelin
vc:v3/item_airship_v3:11, Gold Viesepelin
vc:v3/item_airship_v3:12, Lapis Lazuli Viesepelin
vc:v3/item_airship_v3:13, Slime Viesepelin
vc:v3/item_airship_v3:14, Mycelium Viesepelin
vc:v3/item_airship_v3:15, Nether Brick Viesepelin
vc:v3/item_airship_v3:16, Soul Sand Viesepelin
vc:v3/item_airship_v3:17, Quartz Viesepelin
vc:v3/item_airship_v3:18, Ice Viesepelin
vc:v3/item_airship_v3:19, Glowstone Viesepelin
vc:v3/item_airship_v3:20, Obsidian Viesepelin
vc:v3/item_airship_v3:21, Diamond Viesepelin
vc:v3/item_airship_v3:22, Emerald Viesepelin
vc:v3/item_airship_v3:23, Prismarine Viesepelin
vc:v3/item_airship_v3:24, Purpur Viesepelin
vc:v3/item_airship_v3:25, Nether Star Viesepelin
vc:v3/item_airship_v3:26, Mythic Viesepelin
vc:v3/item_airship_v3:27, Water Viesepelin
vc:v3/item_airship_v3:28, Lava Viesepelin
vc:v3/item_airship_v3:29, Ender Viesepelin
vc:v4/item_airship_v4:0, Oak Viesakron
vc:v4/item_airship_v4:1, Spruce Viesakron
vc:v4/item_airship_v4:2, Birch Viesakron
vc:v4/item_airship_v4:3, Jungle Viesakron
vc:v4/item_airship_v4:4, Acacia Viesakron
vc:v4/item_airship_v4:5, Dark Oak Viesakron
vc:v4/item_airship_v4:6, Sandstone Viesakron
vc:v4/item_airship_v4:7, Brick Viesakron
vc:v4/item_airship_v4:8, Bone Viesakron
vc:v4/item_airship_v4:9, Iron Viesakron
vc:v4/item_airship_v4:10, Redstone Viesakron
vc:v4/item_airship_v4:11, Gold Viesakron
vc:v4/item_airship_v4:12, Lapis Lazuli Viesakron
vc:v4/item_airship_v4:13, Slime Viesakron
vc:v4/item_airship_v4:14, Mycelium Viesakron
vc:v4/item_airship_v4:15, Nether Brick Viesakron
vc:v4/item_airship_v4:16, Soul Sand Viesakron
vc:v4/item_airship_v4:17, Quartz Viesakron
vc:v4/item_airship_v4:18, Ice Viesakron
vc:v4/item_airship_v4:19, Glowstone Viesakron
vc:v4/item_airship_v4:20, Obsidian Viesakron
vc:v4/item_airship_v4:21, Diamond Viesakron
vc:v4/item_airship_v4:22, Emerald Viesakron
vc:v4/item_airship_v4:23, Prismarine Viesakron
vc:v4/item_airship_v4:24, Purpur Viesakron
vc:v4/item_airship_v4:25, Nether Star Viesakron
vc:v4/item_airship_v4:26, Mythic Viesakron
vc:v4/item_airship_v4:27, Water Viesakron
vc:v4/item_airship_v4:28, Lava Viesakron
vc:v4/item_airship_v4:29, Ender Viesakron
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
vc:achievements/achievement_airship:7, Icon - lava
vc:achievements/achievement_airship_portal, item.vc:achievements/achievement_airship_portal.name
vc:airship_workbench, Airship Workbench
voidcraft:blockvoidcrystal, Void Crystal Block
voidcraft:orevoidcrystal, Void Crystal Ore
voidcraft:blockfakebedrock, Soft Bedrock
voidcraft:blockfakebedrockfarmland, Soft Bedrock Farmland
voidcraft:blockfakebedrockfence, Soft Bedrock Fence
voidcraft:blockfakebedrockstairs, Soft Bedrock Stairs
voidcraft:blocknobreak, §kLimbo
voidcraft:blockvoidbrick, Void Brick
voidcraft:blockvoidfence, Void Brick Fence
voidcraft:blockvoidstairs, Void Brick Stairs
voidcraft:aiblock, tile.aiblock.name
voidcraft:blockrealityhole, Hole in Reality
voidcraft:ritualblock, Voidic Ritual Block
voidcraft:cosmicmaterial, Cosmic Material
voidcraft:starforge, Star Forge
voidcraft:starforgestation, Star Forge
voidcraft:blockportalvoid, Portal to the Void
voidcraft:blockportalxia, Portal to Xia
voidcraft:firevoid, Void Fire
voidcraft:voidmacerator, Void Infused Macerator
voidcraft:voidblastfurnace, Void Blast Furnace
voidcraft:heimdall, Heimdall
voidcraft:voidbox, Void Music Box
voidcraft:voidinfuserinert, Inert Void Infusion Altar
voidcraft:voidinfuser, Void Infusion Altar
voidcraft:voidicgen, Voidic Power Generator
voidcraft:voidiccable, Voidic Cable
voidcraft:voidiccharger, Voidic Charger
voidcraft:realitystabilizer, Reality Stabilizer
voidcraft:voidicalchemytable, Voidic Alchemy Table
voidcraft:realityteleporterblock, Reality Teleportation Block
voidcraft:voidicanchor, Voidic Anchor
voidcraft:voidiccrystallizer, Voidic Crystallizer
voidcraft:etherealplant, Ethereal Plant
voidcraft:blockspellicespike, tile.blockspellicespike.name
voidcraft:creationforge, tile.creationforge.name
voidcraft:creationforge_ray, tile.creationforge_ray.name
voidcraft:blockfakebedrockhalfslab:0, Soft Bedrock Slab
voidcraft:blockvoidbrickhalfslab:0, Void Brick Slab
voidcraft:voidhelmet, Void Helmet
voidcraft:voidchest, Void Chestplate
voidcraft:voidlegs, Void Leggings
voidcraft:voidboots, Void Boots
voidcraft:xiahelmet:0, Xia's Helmet
voidcraft:xiachest:0, Xia's Chestplate
voidcraft:xialegs:0, Xia's Leggings
voidcraft:xiaboots:0, Xia's Boots
voidcraft:blockvoidfluid, Liquid Void
voidcraft:blockacidfluid, Acid
